comentario;titulo;etiqueta
El humidificador excelente. Muy mal libro de instrucciones en alemán e inglés. Pésima la atención al cliente desde Barcelona, para facilitar manual en español. Aunque se venda en CE;El aparato un 10;positivo
No llegó, primero se retrasó, luego se perdió el paquete y ahora resulta que no pudieron entregarlo y lo devolvieron a fábrica, esto solo pasa con correos express. Muy decepcionada con el servicio a pesar de la devolucion del dinero me quedé sin unas baterias que necesitaba en el perido de entrega que amazon ofrece y todo por el servicio deficiente de correos express.;Muy enfadada;negativo
"6 meses ha durado. Es la cuarta correa original que compro y el resultado es siempre el mismo, duran muy poco. Y eso que no duermo con el reloj. Una pena que tampoco haya alternativas decentes. El reloj es ""económico"" en principio, pero hay que añadir este gasto período y necesario.";Muy poca durabilidad;negativo
No entiendo de fotos, pero comparando con cámaras algo más caras, la diferencia es enorme. Tampoco quería una reflex, pero esta cámara me parece grande para las fotos que saca.;Esperaba algo más de calidad;negativo
Funcionan bien, pero no veo una calidad excepcional para el precio q tienen, ademas las instrucciones son anticuadas, poco claras y no abarcan todas las nuevas posibilidades con las nuevas smart tv;Producto justito;negativo
Calidad precio muy bien;Fantastico;positivo
Es muy cara la muñeca para tener el cuerpo de tela,no es el mismo material que el resto del cuerpo;Un engaño;negativo
Bueno pues oara su precio no está mal pero consume bastante energía la verdad;Bueno pero consume bastante energía;negativo
Me encanta y a mi sobrino más...;Buena compra;positivo
Cuidados detalles por parte del vendedor. Disfraz mejor que el de las tiendas;Disfraz recomendado;positivo
Bastante bien. Se reproduce todo sin problema, parece firme y espero que duradero. A quienes se lo regalamos les ha encantado.;Un buen producto;positivo
La batería se descarga muy rápido;Bateria samsung;positivo
No compreis esta tonteria, las barritas de tungsteno son ineficaces y se despegan a las dos afiladas. Busca afiladores mas precisos y que te garanticen durabilidad.;Nefasto;negativo
Excelente producto para el hogar. No ocupa casi nada de espacio asi lo tengo disponible todo el tiempo;TAMAÑO JUSTO PARA EL HOGAR;positivo
el producto en sí está bien, buen tamaño para viajes o llevar en el bolso y los pasatiempos parecen entretenidos. viene con un rotulador de pizarra para poder escribir y borrar en las tarjetas. Pero la caja de las tarjetas venia aplastada y rota por un lado lo que me parece un fallo enorme siendo un producto vendido y enviado por Amazon, deberían tener mas cuidado en sus envíos y empaquetarlos debidamente. Venia en un embalaje tipo sobre como el que usan para los libros, pero esto es una caja y se aplasta. No es un embalaje apropiado oara este producto h no es de recibo que compre algo que nuevo ya viene estropeado;buen producto, deficiente embalaje. ha llegado roto;negativo
Se adapta igual que la original pero con un toque de distinción.;Correa parecida pero distinta a la original;positivo
Las de los sujetadores se me quedan un pelin pequeño;Bien en tamaños;negativo
igual que en la foto;bueno calidad precio;negativo
Funciona muy bien y de facil manejo. Pero el bluetooth no debe tener mucha potencia porque con los cascos inhalambricos se corta cada vez. Por lo demas funciona bien;Normal;negativo
Son gigantes, la batería dura poquito, emparejarlos es todo un reto , sonido baja calidad;Son bastante malos;negativo
En la foto no se mostraba agujero central y cuando llegó lo tenía. El color es bonito y el material correcto.;No es tal como se presenta;negativo
La segunda vez que los compró, realizan su función y correctos para la recogida de las deposiciones del perro. No se puede pedir más.;Perfecto;positivo
Bueno no era lo que yo esperaba pero son para aprovechar la sabana de arriba que está bien pero no me an resultado muy buena calidad precio gracias;Josefa sanchez;positivo
encaja perfectamente y es fácil de colocar;genial;positivo
Duro un día. Muy débil.;Frágil;negativo
Se me rompió al primer uso y se me descosió la cremallera...en fin, lo arreglé, pero no iba muy cargado que digamos;PRIMER USO: ROTURA;negativo
La cámara no está mal, imagen y sonido correcto y bien la visión nocturna. Pero yo recibía alertas de movimiento cuando no pasaba nada, no era nada cómodo estar mirando el móvil y no ver nada. Devuelta.;Cumple, pero...;negativo
Encajan bien, pero tapan un poco el microfono;Bien;positivo
No me llego el producto, estuve mas de un mes esperando y al final lo devolvi;Poco serios;negativo
Cumple la función para lo que lo adquirí;Muy buena calidad-precio;positivo
Está vajilla desechable es muy resistente y su diseño hace que la mesa quede elegante. Utilicé varios formatos de platos y fuentes y todos dieron un resultado estupendo.;Elegante;positivo
Es muy simple,no se parece nada al de la foto,y la calidad de la faja mala.😔;Que sea de buena calidad;positivo
Producto parece usado, no trae manual de instruciones... no lo recomiendo...;Fallas del vendedor....;negativo
Una de las espadas me ha llegado pinchada, tenía un pequeño agujero;Una de las espadas me ha llegado pinchada, tenía un pequeño agujero;negativo
Funciona tal y como se esperaba. Llego en tiempo indicado.;Funcionamiento óptimo. Tal y como se esperaba;positivo
No está mal pero hay que estar pendiente de meterselo todo el rato porque se sale .da bastante calor pero claro el material así blandito es normal;Bueno no esta mal .;negativo
Algo pesada pero interesante y con precio aceptable No sé si fue un error mio, pero me enviaron dos;Ojo a la hora de confirmar el pedido;negativo
A poco menos de un mes se quedo el boton de encendido para dentro ni encendía ni apagaba hasta entonces funcionaba bastante bien,la devolví sin problemas y me devolvieron en dinero;No recomiendo;negativo
Está bien pero las 3 bolitas duraron un dia, se pierden claro.el freno en un suelo de tarima no sirve de mucho con lo que vale para jugar( si conservas las bolitas) pero hasta que el niño no tenga estabilidad como para caminar sólo no sirve de mucho.No lo volveria a comprar pero ya que lo tengo escucharemos las cancioncitas jeje;No sirve de mucho;negativo
El Funko Pop me gusta y esta muy chulo. Con algún pequeño fallo de pintura pero nada grave. El problema es que me ha llegado la caja todo abollada y con celo de arriba abajo por lo que si eres de los que los coleccionan de su caja original, no te valdrá.;Funko Pop muy chulo pero con la caja magullada;negativo
No vale la pena. Es un producto inútil, no cumple su función. Ver otras opciones. Lo tuve puesto cuatro días y lo quité. Se pierde la sensibilidad del teclado de una manera muy importante.;NO COMPRARLO;negativo
Es bonito pero no lleva el elástico y se mueve al hacer la cama. Por eso no le doy 5 estrellas;Sencillito;negativo
La compré utilizando en hacer crepes, pero realmente me ha servido para hacer de todo, hago desde pescado hasta carne, tortillas, crepes....todo lo que es plancha y necesita poco aceite. El único problema que le encuentro y que he leído algún comentario igual es creo que por el centro está como abultada, se abolla con el calor aunque es insignificante el problema. Por eso le pongo un 4, porque para mi el 5 sería que no se abultase.;Hago de todo;negativo
Graba bien tanto de día como de noche aunque pierde algo de calidad en la noche, la detención de movimientos es prácticamente nula ya qué cuando desconecta el vehículo se apaga lo cual no vale para lo qué yo la quería, porque lo qué yo necesito es una cámara qué con el vehículo estacionado esté grabando cuando alguien se acerque a él. Este sentido un 0 para esta cámara. También decir qué al poco tiempo de tenerla bailaba donde hace la unión con el soporte de la ventosa y tuve qué desarmarla para apretar unos tornillos y ponerle algo dentro de la bola para qué ajustase más, aunque al poco tiempo me a vuelto a pasar, también un 0 en este sentido. Y también decir qué como dejéis la cámara puesta con mucho calor se cae, no aguanta pegada al Cristal. En fin supongo qué existirá Camaras mejores a mayor precio qué igual merezca la pena mejor qué está.;Muy Normalita;negativo
AL PRODUCTO LE FALTA LA TAPA REDONDA QUE PROTEGE EL ACCESO DE SUCIEDAD A LA BOMBONA DE GAS. POR LO DEMAS BIEN;LE FALTA UNA TAPA;positivo
Solo me duro 8 meses! Es muy ligera y poco resistente, las ruedas chirrían al poco de comprarla, el freno es muy incómodo para subir escaleras te tropieza y con el tiempo se dobla todo y acaba rompiendo por lo menos en mi caso, Por el precio que tiene yo no la volvería a comprar !!;Rubén;neutro
Los he comprado para sustituir los originales de mi suzuki bandit (que parecen de camión), el material es muy bueno, no ha perdido color, se ven mil veces mejor, les he dado con agua y jabón al lavar la moto y resisten bien, están como el primer día. Quedan esteticamente muy bien.;Buena calidad;positivo
Poco práctico si lo usas para guardar pinturas y maquillaje. No hay espacio suficiente para poner pinceles o lápices... se caen... no me ha gustado la compra.;Poco práctico.;neutro
Tengo un niño de 4 años y le ha encantado el cuento.;Encantado;positivo
Bueno, aunque las expectativas prometían, una vez puesto, no corre tan bien como esperaba, me ha defraudado un poco.;No corre como esperaba, le falta calidad.;negativo
Está bien, pero es pequeño para un niño de tres años, le queda justito.;Algo pequeño;negativo
Uno de los discos está defectuoso;Bts álbum;negativo
Cronómetro ideal para medir el tiempo. En ocasiones no suena bien cuando ae termina el tiempo.yo lo utilizo en el aula para medir el tiempo de las actividades de los niños y niñas y les ayuda a centrarse en la tarea;Cronómetro,medidor de tiempo;negativo
Cargó bien la primera vez. La carga duró casi tres días . Luego no ha vuelto a cargar ni encender. Mientras estuvo encendido funcionó y la App de android (se llama flagfit) se conectó. La App se colgaba siempre al intentar al intentar mostrar las gráficas de sueño asi que nunca pude verlas. Parece que la correa es fija y no se puede reemplazar. Hace una medida de la presión arterial pero ni idea de como la hace porque no se nota movimiento ni presión (me queda la duda de que la mediad sea inventada) Procedo a solicitar la devolución.;Bonito, pero falla;negativo
Lo que no me ha gustado es la tardanza, que a día de hoy todavía no ha llegado.... pésimo envío;Retraso monumental.... pongo una estrella para poder enviar el comentario;negativo
De buen tamaño y bastante efectiva, sin embargo tras un tiempo soportando el sol y la lluvia se empieza a agrietar.;Buena pero no demasiado duradera;negativo
Al ser tinta original no presenta problemas de conexión. La única pega es que tiene menor cantidad de tinta que las de recargables.;Tinta original;negativo
Una auténtica basura. No han aguantado el verano, no sé si por el calor o qué pero se han caído absolutamente todos. Tanto los que estaban boca abajo como en horizontal, los que sujetaban cables finos y poco pesados como los que no. No cumplen su cometido, al menos en mi caso.;Un par de meses después, todos se han caído.;negativo
PERFECTO CALIDAD PRECIO Y NUMERO DE UNIDADES;RECAMBIO PILOT;positivo
No sirve para el agua, se quita al momento. Es bueno pero nolo recomiendo para el agua;Eyeline;negativo
Los compré por las buenas reseñas no solo aquí, sino en blogs de internet. Tengo 25 años y una ligera marca en el entrecejo que no llega a ser arruga, los usé más de una semana para dormir, me levantaba exactamente igual poniéndomelos que no haciéndolo. Además resecan la zona muchísimo, lo que no creo que sea bueno para la piel y líneas de expresión. No creo que vuelva a comprarlo.;No sirven para mucho;negativo
